,returns,regime,regime_code,confidence
2019-05-19,0.0012172981236730262,Bear Market,1,0.8783596986401616
2019-05-20,0.012166482650391367,Bear Market,1,0.9247849705598001
2019-05-21,-0.010944354848191068,Bear Market,1,0.8374063233473511
2019-05-22,-0.006391584905871762,Bear Market,1,0.7726135211015589
2019-05-23,-0.03927750352570987,Bear Market,1,0.8499982815253032
2019-05-24,-0.03644506443684137,Bear Market,1,1.0
2019-05-25,0.003661794478442199,Bear Market,1,0.9204814266956537
2019-05-26,-0.015325588062683613,Bear Market,1,0.8399762630339321
2019-05-27,-0.004003570786420038,Bear Market,1,0.759088178774659
2019-05-28,-0.021210052201659876,Bear Market,1,0.6874271656860774
2019-05-29,-0.009037254914720122,Bear Market,1,0.5889767125306925
2019-05-30,-0.003527459195104337,Bear Market,1,0.6282754960046846
2019-05-31,0.0006387948155780884,Bear Market,1,0.5317399780511912
2019-06-01,-0.005833341064820982,Bear Market,1,0.44465287361974537
2019-06-02,-0.023528188597847437,Bear Market,1,0.338962530814064
2019-06-03,0.012280335419979995,Bear Market,1,0.3544684188055466
2019-06-04,-0.015553855758461126,Crisis,5,0.2989682050975574
2019-06-05,-0.010144608029359866,Crisis,5,0.43345035475869254
2019-06-06,-0.03818651699589153,Crisis,5,0.5591073183712721
2019-06-07,-0.024920960376554023,Crisis,5,0.4803685789613893
2019-06-08,-0.028933675164962917,Crisis,5,0.6588024952761687
2019-06-09,-0.01055796625733761,Crisis,5,0.6869921473797959
2019-06-10,0.003924441771778137,Crisis,5,0.7960580545590935
2019-06-11,-0.002810506639037578,Crisis,5,0.8412774683517369
2019-06-12,-0.0275605453787778,Crisis,5,0.9596845644803113
2019-06-13,-0.0012817526923233594,Crisis,5,1.0
2019-06-14,0.0008472823818750576,Crisis,5,0.9356663187095309
2019-06-15,-0.014585024489091523,Crisis,5,0.8143300075438914
2019-06-16,-0.0037729962117230825,Crisis,5,0.8668986376040122
2019-06-17,0.011725928425934099,Crisis,5,0.8571077031974303
2019-06-18,-0.02181324936437841,Crisis,5,0.8708040759674152
2019-06-19,-0.042178510764709895,Crisis,5,0.9337899973791188
2019-06-20,-0.005225635918119814,Crisis,5,0.8357903303576301
2019-06-21,-0.04345541114741796,Crisis,5,0.862085750074262
2019-06-22,-0.03282350844547623,Crisis,5,0.881226317067501
2019-06-23,-0.00843438799497283,Crisis,5,0.8507575678001079
2019-06-24,-0.0073943873479722505,Crisis,5,0.9999262532579983
2019-06-25,0.0249641009714832,Crisis,5,1.0
2019-06-26,-0.04204991093434105,Crisis,5,1.0
2019-06-27,0.016521763012702268,Crisis,5,0.9908087144214498
2019-06-28,-0.0008742916687779711,Crisis,5,1.0
2019-06-29,0.01364132480421476,Crisis,5,0.7963108730799967
2019-06-30,-0.005337023558201954,Crisis,5,1.0
2019-07-01,-0.06330137822199587,Crisis,5,0.9083628306312623
2019-07-02,0.03238256338316371,Crisis,5,0.8484782212954267
2019-07-03,-0.030381659716639073,Crisis,5,0.8831050830726735
2019-07-04,-0.0058042981073353535,Crisis,5,0.8423606499848407
2019-07-05,0.002955283947184746,Crisis,5,0.7355391024836024
2019-07-06,-0.021174398007421262,Crisis,5,0.8323452853370913
2019-07-07,0.03128971216354546,Crisis,5,0.8655753474303527
2019-07-08,-0.029744871958715804,Crisis,5,0.8581896127162802
2019-07-09,-0.008968320673660943,Crisis,5,1.0
2019-07-10,9.181218164094375e-05,Crisis,5,0.9778885815639475
2019-07-11,-0.03895272107173288,Crisis,5,0.8817719963365466
2019-07-12,0.04506381133134589,Crisis,5,0.8011287961413686
2019-07-13,-0.02103629674560789,Crisis,5,0.6855503534376515
2019-07-14,-0.042483989405450895,Crisis,5,0.6326394675061942
2019-07-15,-0.009157285587792172,Crisis,5,0.5671819157550395
2019-07-16,-0.0042979490404534346,Crisis,5,0.5242739233997076
2019-07-17,-0.023875481391068112,Crisis,5,0.4801576599249774
2019-07-18,0.011896954852551305,Crisis,5,0.3392786431843259
2019-07-19,-0.011092402917333218,Crisis,5,0.23041195933068725
2019-07-20,-0.007303245464251677,Bear Market,1,0.4419880420994766
2019-07-21,-0.042775148607835434,Bear Market,1,0.3915689559369968
2019-07-22,-0.013009332537214277,Bear Market,1,0.5345047501271973
2019-07-23,-0.0018000248472031894,Bear Market,1,0.5926591768394369
2019-07-24,-0.0056783816348745415,Bear Market,1,0.6327832337081197
2019-07-25,-0.03788281093899738,Bear Market,1,0.7503728900210278
2019-07-26,-0.012003496287434242,Bear Market,1,0.7296185102878157
2019-07-27,-0.039130336807551104,Bear Market,1,0.9415364832737856
2019-07-28,-0.016880266308044775,Bear Market,1,1.0
2019-07-29,0.0029260833256462312,Bear Market,1,1.0
2019-07-30,-0.027572428599665334,Bear Market,1,0.7694954533244709
2019-07-31,-0.022101521839842674,Bear Market,1,0.7037156119906998
2019-08-01,-0.008645983602888627,Bear Market,1,0.8538681936995665
2019-08-02,-0.030583320717815273,Bear Market,1,0.7753313782374971
2019-08-03,0.007813295944381236,Bear Market,1,0.8093420386927561
2019-08-04,0.008216575872717534,Bear Market,1,0.8961410977912838
2019-08-05,-0.003049905724747581,Bear Market,1,0.8911840991431342
2019-08-06,-0.04244293227994891,Bear Market,1,1.0
2019-08-07,0.002300219889368932,Bear Market,1,0.9349207262780757
2019-08-08,-0.03694990356015936,Bear Market,1,0.9048299871593785
2019-08-09,-0.018874225169359018,Bear Market,1,0.6904278637786126
2019-08-10,-0.0038623522454139586,Bear Market,1,0.6450422735050284
2019-08-11,0.008764337645129421,Bear Market,1,0.6355902196811494
2019-08-12,-0.008503834476612172,Bear Market,1,0.6220648399648488
2019-08-13,0.0006761989728983544,Bear Market,1,0.4886793859982689
2019-08-14,-0.017615694211467924,Bear Market,1,0.4801329194054176
2019-08-15,0.0097538382427985,Bear Market,1,0.3123222584265577
2019-08-16,0.00043839382428245027,Bear Market,1,0.3051015708376659
2019-08-17,0.008977144962746647,High Volatility,2,0.39749411851958083
2019-08-18,0.02451789828996563,High Volatility,2,0.4778702269831723
2019-08-19,-0.008761451979529674,High Volatility,2,0.4874219667821051
2019-08-20,-0.039669992740704825,High Volatility,2,0.581433123941238
2019-08-21,0.03449469231379635,High Volatility,2,0.5729629491024205
2019-08-22,-0.0015915193004907226,High Volatility,2,0.7147457727869262
2019-08-23,-0.024688547570136655,High Volatility,2,0.844083959999598
2019-08-24,-0.03666656950623277,High Volatility,2,0.8468554631508028
2019-08-25,0.011434007782252441,High Volatility,2,0.8926033739994077
2019-08-26,-0.022349122156125115,High Volatility,2,1.0
2019-08-27,0.010927907153277237,High Volatility,2,0.9242604310830453
2019-08-28,-0.0024593747967171804,High Volatility,2,0.928663521376014
2019-08-29,0.007863423771354612,High Volatility,2,0.8430711305950386
2019-08-30,-0.021069655300979193,High Volatility,2,0.8785251548849432
2019-08-31,0.00018825913297700801,High Volatility,2,0.9319314779595441
2019-09-01,-0.04003226533767963,High Volatility,2,0.8720648349165215
2019-09-02,-0.0002813606516225012,High Volatility,2,0.8930657389724141
2019-09-03,-0.06185629850840869,High Volatility,2,0.863851624134654
2019-09-04,-0.051649347123583045,High Volatility,2,1.0
2019-09-05,0.009194599345815502,High Volatility,2,0.9359376831445249
2019-09-06,-0.029181298184698036,High Volatility,2,0.9866364711401823
2019-09-07,0.03641288230292786,High Volatility,2,0.9712333090573465
2019-09-08,-0.028114555762650418,High Volatility,2,0.9071395494859564
2019-09-09,0.043434648993234015,High Volatility,2,0.9209739576905129
2019-09-10,0.04036816999410706,High Volatility,2,0.9636925241354912
2019-09-11,-0.007290585353404705,High Volatility,2,1.0
2019-09-12,0.035244299371759095,High Volatility,2,1.0
2019-09-13,0.006722083508853054,High Volatility,2,0.9372598500479534
2019-09-14,-0.00202665500926578,High Volatility,2,0.9536741201758191
2019-09-15,-0.007789782861027206,High Volatility,2,1.0
2019-09-16,0.025401422351454917,High Volatility,2,1.0
2019-09-17,-0.00945238517287275,High Volatility,2,0.9449020048026098
2019-09-18,-0.034292549044216906,High Volatility,2,1.0
2019-09-19,0.022554636576665753,High Volatility,2,0.9777284030253437
2019-09-20,-0.022931308391461788,High Volatility,2,0.9791790745547755
2019-09-21,0.03646298884056355,High Volatility,2,0.9413285780361973
2019-09-22,-0.034677790796365654,High Volatility,2,1.0
2019-09-23,0.04114465048426906,High Volatility,2,0.9756855048084863
2019-09-24,-0.0033107253977858525,High Volatility,2,0.9824235286054469
2019-09-25,-0.009172033417992425,High Volatility,2,1.0
2019-09-26,-0.01184126873662498,High Volatility,2,1.0
2019-09-27,-0.012587301774399616,High Volatility,2,0.9635090725861002
2019-09-28,-0.008051533232496959,High Volatility,2,1.0
2019-09-29,-0.006635817372374913,High Volatility,2,1.0
2019-09-30,0.020186811861883203,High Volatility,2,0.9908274073060817
2019-10-01,-0.0025585227969144534,High Volatility,2,1.0
2019-10-02,0.021328491537909267,High Volatility,2,0.9840718597950058
2019-10-03,-0.005227616529778609,High Volatility,2,0.9826918035508125
2019-10-04,-0.011577922703081141,High Volatility,2,0.953390912291315
2019-10-05,-0.050302454836109546,High Volatility,2,1.0
2019-10-06,0.003261368385288209,High Volatility,2,0.975782013702638
2019-10-07,0.020364661720964565,High Volatility,2,0.9599401147626669
2019-10-08,0.002617487197705601,High Volatility,2,0.9477310608460605
2019-10-09,-0.030845385580720946,High Volatility,2,1.0
2019-10-10,-0.014487970342308188,High Volatility,2,0.949152475837347
2019-10-11,-0.01101839595020386,High Volatility,2,0.9643724982399045
2019-10-12,-0.006592517610742163,High Volatility,2,1.0
2019-10-13,-0.0574295258020592,High Volatility,2,1.0
2019-10-14,0.021882192944360414,High Volatility,2,0.9327341809482774
2019-10-15,0.009013451378945854,High Volatility,2,1.0
2019-10-16,-0.016790327969923722,High Volatility,2,1.0
2019-10-17,0.008811346911013616,High Volatility,2,1.0
2019-10-18,-0.041447273486116105,High Volatility,2,1.0
2019-10-19,0.011673287852190338,High Volatility,2,0.9195662970952738
2019-10-20,0.013739214953626604,High Volatility,2,1.0
2019-10-21,-0.046315436965909756,High Volatility,2,0.9817405962079212
2019-10-22,-0.04897700835160553,High Volatility,2,0.900482449958051
2019-10-23,-0.02100533964212048,High Volatility,2,0.9144108526193672
2019-10-24,0.024205328045586134,High Volatility,2,0.8812484920972781
2019-10-25,0.014740494339857713,High Volatility,2,0.9089712371964296
2019-10-26,-0.0038398063596731275,High Volatility,2,0.8691745032147625
2019-10-27,0.025438894225206336,High Volatility,2,0.7388813816484957
2019-10-28,0.005192044700705837,High Volatility,2,0.8239398966312537
2019-10-29,-0.021749655144520128,High Volatility,2,0.8107093893477717
2019-10-30,-0.011195187809406256,High Volatility,2,0.8456892152320885
2019-10-31,-0.021521579077189722,High Volatility,2,1.0
2019-11-01,0.0007042710979203912,High Volatility,2,0.9186164925999554
2019-11-02,-0.019986682106417065,High Volatility,2,0.798756190673057
2019-11-03,-0.020795682229762812,High Volatility,2,0.8053107839890675
2019-11-04,0.02023938307173199,High Volatility,2,0.6812025908612601
2019-11-05,-0.004148366631939838,High Volatility,2,0.619696948253567
2019-11-06,-0.021002033603372786,High Volatility,2,0.6991045939617888
2019-11-07,-0.00029917289593049635,High Volatility,2,0.47611372478773284
2019-11-08,0.006443158735623328,High Volatility,2,0.36175626035692404
2019-11-09,-0.006505611007876302,High Volatility,2,0.4001786549104248
2019-11-10,0.0024425868357657297,High Volatility,2,0.33535250809623407
2019-11-11,-0.010627397225795544,Bear Market,1,0.4139293746614685
2019-11-12,0.006687613311241382,Bear Market,1,0.48199257295630504
2019-11-13,-0.023850718512852906,Bear Market,1,0.5172803183926042
2019-11-14,-0.01599258247411594,Bear Market,1,0.5878055265857586
2019-11-15,0.0028828756153834595,Bear Market,1,0.696977993146141
2019-11-16,0.0027346409747927396,Bear Market,1,0.800429725690342
2019-11-17,-0.0033888518050061538,Bear Market,1,0.7269636759950319
2019-11-18,-0.014580379726590268,Bear Market,1,0.829585397701439
2019-11-19,-0.0005242501449439685,Bear Market,1,0.9613966206695974
2019-11-20,-0.00905649499710348,Bear Market,1,1.0
2019-11-21,-0.024028974241974917,Bear Market,1,0.7204716027817879
2019-11-22,-0.0039662096022135464,Bear Market,1,0.7913366207715926
2019-11-23,-0.047999775307637875,Bear Market,1,0.8451342092895429
2019-11-24,-1.5648210561183557e-05,Bear Market,1,0.8406297722965139
2019-11-25,0.008728721644384528,Bear Market,1,0.8320529027346858
2019-11-26,0.009045937835983413,Bear Market,1,0.9772034025490729
2019-11-27,-0.014687302063381308,Bear Market,1,0.8687554320520567
2019-11-28,0.0006984040746439527,Bear Market,1,0.8915524499301387
2019-11-29,-0.015881688787014982,Bear Market,1,0.8966482448021321
2019-11-30,-0.004827805725335075,Bear Market,1,0.9105833364473743
2019-12-01,-0.025214342846752915,Bear Market,1,1.0
2019-12-02,-0.011351954341643133,Bear Market,1,0.8958817104972957
2019-12-03,-0.0334572422561409,Bear Market,1,0.9504897583672148
2019-12-04,-0.01878777587936137,Bear Market,1,0.9842571341880069
2019-12-05,-0.019907475753540276,Bear Market,1,1.0
2019-12-06,0.015363616010617956,Bear Market,1,0.9850364099909584
2019-12-07,-0.03452970753668106,Bear Market,1,0.9584311885896769
2019-12-08,-0.00249104359085112,Bear Market,1,1.0
2019-12-09,0.004364312005969797,Bear Market,1,1.0
2019-12-10,0.005424352705252492,Bear Market,1,0.9233636438116735
2019-12-11,-0.002074553280639593,Bear Market,1,1.0
2019-12-12,0.0036042293632890326,Bear Market,1,0.8664915718269122
2019-12-13,-0.018001988244822888,Bear Market,1,0.9844289959247129
2019-12-14,0.00884054757619867,Bear Market,1,1.0
2019-12-15,0.000346239411572768,Bear Market,1,1.0
2019-12-16,0.01296201526937188,Bear Market,1,0.9309460898640777
2019-12-17,-0.05309130164349276,Bear Market,1,0.9321773716340984
2019-12-18,0.004941270697969575,Bear Market,1,0.9533681990669705
2019-12-19,-0.0013695297352303388,Bear Market,1,0.9664161867336003
2019-12-20,0.004643793876798165,Bear Market,1,0.9053609861154287
2019-12-21,-0.021905809887428185,Bear Market,1,1.0
2019-12-22,0.01827418012166302,Bear Market,1,1.0
2019-12-23,0.0004468482064736161,Bear Market,1,0.9824896053555289
2019-12-24,-0.006832319112872333,Bear Market,1,1.0
2019-12-25,-0.005380342969686595,Bear Market,1,0.9785262969918858
2019-12-26,-0.000141305860363454,Bear Market,1,1.0
2019-12-27,-0.024004685809757887,Bear Market,1,0.9306149025654453
2019-12-28,-0.002305001983582078,Bear Market,1,1.0
2019-12-29,0.004164061523338312,Bear Market,1,1.0
2019-12-30,0.0006840994058631321,Bear Market,1,0.9644702453558054
2019-12-31,-0.038208610969380996,Bear Market,1,1.0
2020-01-01,-0.003980132808583274,Bear Market,1,0.9639617975655846
2020-01-02,-0.012318495026708634,Bear Market,1,0.98440423721837
2020-01-03,0.012911133648987688,Bear Market,1,0.9858545985576377
2020-01-04,0.0037206913492006666,Bear Market,1,0.9297288613673204
2020-01-05,-0.0014824259162725712,Bear Market,1,1.0
2020-01-06,0.00878038231971915,Bear Market,1,1.0
2020-01-07,-0.024668096819487742,Bear Market,1,0.9813322151389589
2020-01-08,0.0029200900447137693,Bear Market,1,1.0
2020-01-09,-0.011468458320266935,Bear Market,1,0.9540117525578984
2020-01-10,-0.010525813247326946,Bear Market,1,0.9373839602184121
2020-01-11,-0.041481227552586805,Bear Market,1,0.9800032362851514
2020-01-12,-0.008390648164751725,Bear Market,1,1.0
2020-01-13,-0.011992803706225668,Bear Market,1,0.9962285581944204
2020-01-14,0.01296639000293313,Bear Market,1,0.9780754156041279
2020-01-15,-0.04072727879918648,Bear Market,1,1.0
2020-01-16,0.01425287899398974,Bear Market,1,0.9542067244132209
2020-01-17,-0.0013318826415026738,Bear Market,1,0.9386870123410701
2020-01-18,-0.06061890095529117,Bear Market,1,0.9823638885860224
2020-01-19,-0.009726751697499314,Bear Market,1,0.9574974577158494
2020-01-20,-0.020627197720218947,Bear Market,1,0.940522583667682
2020-01-21,-0.04218584742470159,Bear Market,1,1.0
2020-01-22,0.008453605263833574,Bear Market,1,1.0
2020-01-23,-0.0005079331169826223,Bear Market,1,0.9222693813424973
2020-01-24,0.008678402411538078,Bear Market,1,0.9792053125317942
2020-01-25,-0.022179002482804758,Bear Market,1,1.0
2020-01-26,0.00898655784632385,Bear Market,1,0.9139697434042637
2020-01-27,-0.024429449178203343,Bear Market,1,0.9888620298890946
2020-01-28,-0.027928453229244983,Bear Market,1,0.9924946645237657
2020-01-29,-0.014571457533909031,Bear Market,1,1.0
2020-01-30,-0.008786433255366329,Bear Market,1,0.961363429201811
2020-01-31,-0.01172731868804055,Bear Market,1,0.9717741765174956
2020-02-01,-0.01668668510811863,Bear Market,1,1.0
2020-02-02,-0.03928427999992249,Bear Market,1,1.0
2020-02-03,-0.002834003822427371,Bear Market,1,1.0
2020-02-04,0.005954766907872174,Bear Market,1,0.9122960724035379
2020-02-05,0.009618667591640994,Bear Market,1,0.966583585096587
2020-02-06,0.0019257047124266165,Bear Market,1,1.0
2020-02-07,-0.029823791247595457,Bear Market,1,0.9958029824902366
2020-02-08,0.005163987166872305,Bear Market,1,0.8937137395725498
2020-02-09,-0.0002167713320328133,Bear Market,1,0.8858873417963958
2020-02-10,-0.00624064216413186,Bear Market,1,0.9584997175369978
2020-02-11,0.0023751641218837036,Bear Market,1,0.8326893907673325
2020-02-12,-0.010183030662943017,Bear Market,1,0.8935731242061402
2020-02-13,0.01095180675738344,Bear Market,1,0.863196902969377
2020-02-14,-0.00013829931378215067,Bear Market,1,0.7716895309699469
2020-02-15,0.021406961187344687,Bear Market,1,0.8150693260262848
2020-02-16,0.006384521680310071,Bear Market,1,0.7783104468473612
2020-02-17,-0.007187680200475091,Bear Market,1,0.7463376355554023
2020-02-18,0.005283772411305454,Bear Market,1,1.0
2020-02-19,-0.01248595418084688,Bear Market,1,0.8690023657791595
2020-02-20,0.007138088001373413,Bear Market,1,0.8974652113035525
2020-02-21,-0.018725375417405123,Bear Market,1,0.7469192634310264
2020-02-22,0.004495824272635058,Bear Market,1,0.78787067958886
2020-02-23,-0.015560983049141205,Bear Market,1,0.6290093554445266
2020-02-24,-0.01712227007319931,Bear Market,1,0.5967828787438925
2020-02-25,-0.012127669928795907,Bear Market,1,0.48168596174097084
2020-02-26,-0.01334995270603322,Bear Market,1,0.33164880809424013
2020-02-27,-0.04152272147077674,Bear Market,1,0.28662294666558746
2020-02-28,0.021534402448540827,Bear Market,1,0.2050969472709463
2020-02-29,0.049744102468287754,Recovery,6,0.38269122335670086
2020-03-01,0.036540432045235424,Recovery,6,0.4385668818064894
2020-03-02,0.009280866219243539,Recovery,6,0.5397339883571829
2020-03-03,0.03157324363295702,Recovery,6,0.5460405976435592
2020-03-04,0.03850070709883839,Recovery,6,0.5414351350565832
2020-03-05,0.025077488387444263,Recovery,6,0.7850959714224008
2020-03-06,0.02898930123687966,Recovery,6,0.83949805273511
2020-03-07,0.00513775650530152,Recovery,6,0.7386953992732322
2020-03-08,0.028876185212683928,Recovery,6,0.7055437302436541
2020-03-09,0.0039049037331582628,Recovery,6,0.5749204419973696
2020-03-10,0.03625483661633133,Recovery,6,0.5232588476641891
2020-03-11,0.006955823864692843,Recovery,6,0.4048182815472603
2020-03-12,0.029271459091656557,Recovery,6,0.3164650858607887
2020-03-13,0.022394121403943316,Recovery,6,0.22116593640737364
2020-03-14,0.014977263705434257,Bull Market,0,0.33236194463109947
2020-03-15,0.014038803945252032,Bull Market,0,0.5730985644833004
2020-03-16,0.0017284782088631324,Bull Market,0,0.4339863314591239
2020-03-17,-0.004283770251434208,Bull Market,0,0.5331169709875735
2020-03-18,0.008514579383561085,Bull Market,0,0.6556531014521817
2020-03-19,0.003854730601892411,Bull Market,0,0.8398727854862066
2020-03-20,0.008282983381042717,Bull Market,0,0.7375155873864608
2020-03-21,-0.01425075364303639,Bull Market,0,0.8285685032992793
2020-03-22,0.009762759457694337,Bull Market,0,0.963575247125306
2020-03-23,-0.0123573900232907,Bull Market,0,1.0
2020-03-24,0.00195846650023093,Bull Market,0,0.7752739231100912
2020-03-25,0.00029007288520377605,Bull Market,0,0.778300925687
2020-03-26,0.006806789975593892,Bull Market,0,0.8523950267023743
2020-03-27,0.030465091288543692,Bull Market,0,0.8248092601048953
2020-03-28,0.005134970204389828,Bull Market,0,0.8643746180114409
2020-03-29,0.017195874468559944,Bull Market,0,0.8515328599479152
2020-03-30,0.00025774561400900123,Bull Market,0,0.8875665287213802
2020-03-31,0.0009264064312271928,Bull Market,0,0.902740764969324
2020-04-01,0.01566997695942148,Bull Market,0,0.792611244573767
2020-04-02,0.004686261888255395,Bull Market,0,0.8768491098958021
2020-04-03,0.013125551337488451,Bull Market,0,1.0
2020-04-04,0.004362300623577926,Bull Market,0,1.0
2020-04-05,0.005279978268488734,Bull Market,0,0.9834009815100355
2020-04-06,0.015258670372347589,Bull Market,0,0.9077724964364299
2020-04-07,-0.0054757150502184986,Bull Market,0,1.0
2020-04-08,0.0035471638996576044,Bull Market,0,1.0
2020-04-09,0.014325126993104037,Bull Market,0,1.0
2020-04-10,-0.010418541983858033,Bull Market,0,0.9767743617168095
2020-04-11,0.01880241646273263,Bull Market,0,1.0
2020-04-12,0.02015205634563057,Bull Market,0,0.9772524273701263
2020-04-13,0.006028825080644383,Bull Market,0,1.0
2020-04-14,-0.013537699346448932,Bull Market,0,1.0
2020-04-15,-0.006354783614531816,Bull Market,0,0.9756185090992864
2020-04-16,-0.002010301689662253,Bull Market,0,1.0
2020-04-17,0.017172973986589703,Bull Market,0,0.9672427012591228
2020-04-18,0.006760535196424581,Bull Market,0,1.0
2020-04-19,-0.010574089273620337,Bull Market,0,0.9876737113997898
2020-04-20,0.007730748634558818,Bull Market,0,1.0
2020-04-21,-0.013822598250259908,Bull Market,0,0.9861166579681611
2020-04-22,-0.004554228674569953,Bull Market,0,0.9551141900250879
2020-04-23,-0.0027721115762904787,Bull Market,0,0.9832825967108232
2020-04-24,0.00795047348456327,Bull Market,0,0.9888469280751933
2020-04-25,0.00293716612413329,Bull Market,0,1.0
2020-04-26,-0.004129558984626294,Bull Market,0,0.9835564490024649
2020-04-27,0.01965891978093243,Bull Market,0,1.0
2020-04-28,-7.39393740430246e-05,Bull Market,0,1.0
2020-04-29,-0.010552827822159504,Bull Market,0,0.978628100918307
2020-04-30,0.0077527312065822016,Bull Market,0,1.0
2020-05-01,0.004135025995646037,Bull Market,0,0.9706879368865154
2020-05-02,0.003281084614342438,Bull Market,0,1.0
2020-05-03,0.015175394271588103,Bull Market,0,1.0
2020-05-04,-0.021786217224518577,Bull Market,0,1.0
2020-05-05,0.009239561891411962,Bull Market,0,0.9902328097835187
2020-05-06,-0.01228688037889083,Bull Market,0,0.9639701894400285
2020-05-07,-0.005057614295402412,Bull Market,0,1.0
2020-05-08,-0.009579903593763496,Bull Market,0,1.0
2020-05-09,-0.0029907417476766444,Bull Market,0,0.869336573041499
2020-05-10,0.0013160287572835457,Bull Market,0,1.0
2020-05-11,0.01476306096801555,Bull Market,0,1.0
2020-05-12,0.01276736338983221,Bull Market,0,0.9809468704583386
2020-05-13,0.01492613868716498,Bull Market,0,1.0
2020-05-14,-0.0009611930468387292,Bull Market,0,1.0
2020-05-15,-0.0005674174806029351,Bull Market,0,1.0
2020-05-16,-0.020351225303201916,Bull Market,0,0.9564734567079678
2020-05-17,0.001482803611691883,Bull Market,0,1.0
2020-05-18,0.012452533517789272,Bull Market,0,1.0
2020-05-19,-0.0037262188587094884,Bull Market,0,1.0
2020-05-20,-0.008902560118472694,Bull Market,0,1.0
2020-05-21,0.00874013542643025,Bull Market,0,1.0
2020-05-22,0.005297533446951665,Bull Market,0,0.9544863138755978
2020-05-23,0.0005818312996425789,Bull Market,0,1.0
2020-05-24,-0.010744346917781799,Bull Market,0,1.0
2020-05-25,-0.00284464925821304,Bull Market,0,0.9657909136482677
2020-05-26,-0.0039029098619894195,Bull Market,0,0.9805953574859418
2020-05-27,-0.015187144146986624,Bull Market,0,0.9518041667197051
2020-05-28,0.0032537113086561686,Bull Market,0,0.9322291777154262
2020-05-29,0.012075501174738271,Bull Market,0,0.9569626338399253
2020-05-30,0.0025393142132754186,Bull Market,0,1.0
2020-05-31,0.02839975676971109,Bull Market,0,0.9876945202366162
2020-06-01,0.01971510497473648,Bull Market,0,0.9571285242320101
2020-06-02,0.006349894190562533,Bull Market,0,1.0
2020-06-03,0.022953974368408448,Bull Market,0,0.9649111926746438
2020-06-04,0.0013173159032412798,Bull Market,0,1.0
2020-06-05,-0.007304723879016936,Bull Market,0,1.0
2020-06-06,-0.022993968436979265,Bull Market,0,1.0
2020-06-07,0.004673715755295087,Bull Market,0,0.9084561403438904
2020-06-08,-0.01220575133087842,Bull Market,0,1.0
2020-06-09,0.007132142179470066,Bull Market,0,1.0
2020-06-10,0.025705761043674412,Bull Market,0,1.0
2020-06-11,0.007025574269103609,Bull Market,0,1.0
2020-06-12,0.0118444736067485,Bull Market,0,1.0
2020-06-13,0.01628245878902721,Bull Market,0,0.9500824349193221
2020-06-14,0.006803072537998626,Bull Market,0,0.9640615817914461
2020-06-15,-0.006454744662456057,Bull Market,0,0.9708988734980473
2020-06-16,-0.008440340591650402,Bull Market,0,0.9566856895472847
2020-06-17,0.00014868646415795933,Bull Market,0,1.0
2020-06-18,0.01062725044058831,Bull Market,0,0.9498400767548462
2020-06-19,0.008506117755614868,Bull Market,0,0.981037342203463
2020-06-20,0.006914926525449883,Bull Market,0,0.9184251522076436
2020-06-21,0.004388530736371176,Bull Market,0,1.0
2020-06-22,-0.0019774741797420024,Bull Market,0,0.99361812901038
2020-06-23,-0.0033004234927990926,Bull Market,0,1.0
2020-06-24,-0.00423728178353682,Bull Market,0,1.0
2020-06-25,0.007031923023184438,Bull Market,0,0.9179279168785232
2020-06-26,0.00803367997701001,Bull Market,0,1.0
2020-06-27,0.013683179345509014,Bull Market,0,0.9454641707732432
2020-06-28,-0.006077176638534358,Bull Market,0,1.0
2020-06-29,0.0028512298865672686,Bull Market,0,0.9706960296788808
2020-06-30,-0.005190715482068815,Bull Market,0,1.0
2020-07-01,0.014017966636387717,Bull Market,0,1.0
2020-07-02,0.008696419130121596,Bull Market,0,0.9877609526637693
2020-07-03,-0.017423984883281483,Bull Market,0,1.0
2020-07-04,0.020061133433286017,Bull Market,0,0.8857461068783624
2020-07-05,-0.018869835251968062,Bull Market,0,0.9177854356908163
2020-07-06,0.005621799101860994,Bull Market,0,1.0
2020-07-07,-0.005448596708940073,Bull Market,0,0.9983817081194063
2020-07-08,-0.007434326603824669,Bull Market,0,1.0
2020-07-09,0.019632842617051536,Bull Market,0,0.9600986679977761
2020-07-10,0.023051025342891957,Bull Market,0,1.0
2020-07-11,0.012304639624194617,Bull Market,0,0.8735250186012763
2020-07-12,0.01932620817562184,Bull Market,0,0.9695390705175462
2020-07-13,0.001642973870787087,Bull Market,0,1.0
2020-07-14,0.01333260698233027,Bull Market,0,1.0
2020-07-15,0.01976144197863263,Bull Market,0,0.9941511871674464
2020-07-16,0.02362164974802117,Bull Market,0,1.0
2020-07-17,-0.019853087685495967,Bull Market,0,0.9665317006185147
2020-07-18,0.010999967718980699,Bull Market,0,1.0
2020-07-19,0.01797218805472536,Bull Market,0,0.975304426443156
2020-07-20,-0.010040750840083983,Bull Market,0,1.0
2020-07-21,-0.008520531449757503,Bull Market,0,0.9835565920816894
2020-07-22,0.0012625899460701692,Bull Market,0,0.9915075687287073
2020-07-23,0.01934192998645537,Bull Market,0,1.0
2020-07-24,-0.0009032331631372705,Bull Market,0,1.0
2020-07-25,-0.012800038884133691,Bull Market,0,0.9817282941435452
2020-07-26,0.011108287912670054,Bull Market,0,1.0
2020-07-27,0.022330698096809386,Bull Market,0,0.9472610913119088
